mq2_ppm,mq7_ppm,mq135_ppm,mq303_ppm,mq136_ppm,temperature_c,humidity_pct,gas_class,notes
12.52745786270798,6.664671470043599,41.375624071650215,0.004739268821355773,2.051617068739122,32.29149843943626,74.78653464565281,AMMONIA+H2S,Mixed battery types decomposing together
12.309134607639908,6.4698075315101455,39.75935568904077,0.004666327167405648,2.1903591142755863,32.369341174334274,73.88748889775525,AMMONIA+H2S,Mixed battery types decomposing together
12.071297531263284,6.580082492780671,40.975566128414464,0.004616170541902987,2.0498410652258165,32.48826179688741,74.57856361584982,AMMONIA+H2S,Mixed battery types decomposing together
12.693920865642987,6.4580878451723045,40.035381486844585,0.004516539239232025,2.076607141929203,32.25808314853602,74.71905146551921,AMMONIA+H2S,Mixed battery types decomposing together
13.3391000029997,6.5224391818102045,41.11330696030586,0.00487330982762809,1.9503970627479759,31.907530375523386,73.96773379081051,AMMONIA+H2S,Mixed battery types decomposing together
12.373395169539851,6.564964215270324,40.58774895815853,0.004662498657075852,2.025746751723695,32.50665036680442,74.98263992356192,AMMONIA+H2S,Mixed battery types decomposing together
12.145438086313394,6.704907357239664,38.833100780839246,0.004809626429340924,2.114873470666181,32.424868315476246,74.20479108296135,AMMONIA+H2S,Mixed battery types decomposing together
12.394185649786891,6.7414569795514705,40.458801500983824,0.00458117488713403,1.9452334773768811,32.12234187397103,74.63505128341939,AMMONIA+H2S,Mixed battery types decomposing together
12.456303654564035,6.663289601252383,41.10112933919091,0.00462717781408307,2.0278638051912496,32.622176006744276,74.97918956621214,AMMONIA+H2S,Mixed battery types decomposing together
11.9319853419407,7.296193818933921,41.00053562105491,0.00457625943262709,2.0438665954818154,32.10817494032557,75.69655743201665,AMMONIA+H2S,Mixed battery types decomposing together
10.922322208900463,6.322843464469803,25.336335027040494,0.02254202851412118,0.2713381943124553,26.193544927396704,59.958546885971316,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.960912296983938,6.493817391015663,25.108596921432888,0.02243969406710072,0.28098083167218285,26.350985455116103,60.61970393652605,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.421711061355147,6.250513300132599,24.4182944486121,0.023260370938552488,0.28956750434874157,26.50400446335507,60.38571815646584,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.840241390632956,6.194397961330095,25.742855203827727,0.02359907426627884,0.2739724385046033,26.164872288987937,59.46817458439405,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.752774578959365,6.227489883361361,24.364054010274685,0.021903775342405087,0.2728955041798607,26.161554668278775,60.19318015211141,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.921392992465716,6.021560901655568,26.160828633356026,0.02329725579859159,0.29114773569667296,26.602470516693863,59.83388350802399,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.92474700904096,6.111327808777916,25.938615942356872,0.023199105020016722,0.25997474763035444,26.363730878422842,60.33425713781898,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.043796580198569,6.58022953843782,25.644217598864977,0.02288044738415615,0.2637458145066373,26.304212169511178,59.898634045784135,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.820400847171893,6.603795717832961,25.97160678595066,0.021647563916829853,0.27682848821013895,26.39662850083107,59.57630181069825,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.88372213686635,6.227455802565852,23.543833730429405,0.024089925368950847,0.2709308998748711,26.231772688637875,60.14386328624118,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.731778457111044,6.457582541132407,25.10605090198945,0.023700110975604698,0.29447748199847834,26.383535409449838,59.90843347887317,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.308651154332818,5.887893646826696,25.535001526762386,0.02289535541167437,0.27656345961896334,26.266087105509698,60.41398015598799,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.95190402717526,6.711603891100895,24.03737321202469,0.02345262429533781,0.2787123423461781,26.360044936889143,59.74199995501685,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.765550398933854,6.420494532037759,25.259040737244167,0.021512376502129366,0.2841175099152657,26.270486536227068,60.046996377367016,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.578831364262218,6.222929594847627,23.86136945197176,0.022462267795839857,0.28248538940006224,25.95326731235894,60.62144126836334,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.535049014677808,6.379298593945771,24.540269501507375,0.02483432520044413,0.26712556877418103,26.121224643596236,60.15151339874191,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.31109068335886,6.2169935411175326,24.223248667189456,0.022764512531328423,0.27560250981927015,26.177683282150504,59.822663847710174,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.274962882500907,6.543844944191443,25.37929065570104,0.022560339821565707,0.29424170317226467,26.198424833498734,59.63535570566114,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.443207797922328,6.277488384277412,26.800772405055422,0.02240340852624783,0.2719796369121589,26.163859825694843,59.727389640317206,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.53378443639849,6.188882796852635,24.83741546464682,0.022911923156352768,0.28875020172169596,26.168574122645467,60.322984957231,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.955729161261527,6.207562170517436,24.153121135425476,0.021736765905376272,0.25674555023503753,26.43835216835184,59.50348043535577,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.975775973877747,6.035199470779185,23.80111831030267,0.02262147122855683,0.2706717164087771,26.388744621657885,60.07476754951214,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.527466348583761,6.224680422087683,24.961659142502032,0.022735026058441948,0.2854352006961057,26.020332030106903,59.88937000426267,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.940965172976297,6.244372010311452,22.65783110607979,0.02335218002997885,0.2767589244000622,26.373549697981982,59.745182271883536,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.738873176158503,6.490139491602877,25.282874748666124,0.021976254874594394,0.27365251134691915,26.543315760535855,59.93697318143781,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.043035600368057,6.2425232139793625,24.862075211132723,0.022222549590228274,0.2683126478843547,26.165592571550775,60.420319498249526,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.752159083117913,5.949415909390877,25.87372632412253,0.02291148311682922,0.2725293583286593,26.12947571423462,60.620664431466075,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.557825599380779,6.759960398862637,24.17367578809346,0.021793670469253235,0.26426557526696076,26.08597882290087,60.04706352577347,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.761457732346887,6.427994982802474,26.124488316659622,0.021436323801688424,0.24950196992687196,26.127523414394794,59.812883089479044,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.528294676551988,6.461508814907024,24.07402266238701,0.022290443028888034,0.2768652025640984,26.160163679229942,60.29051078288122,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.33352787980003,6.061013754780943,24.83030993022285,0.0216798049299695,0.276555456724733,26.21679299537412,59.37594151940316,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.224194201077136,6.388657539290575,25.941123537291894,0.023523853032506814,0.27232396143129295,26.313198358025033,58.95868407693207,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.820535004168775,6.358525048108848,23.341366357869312,0.02289718058385769,0.2706070506086257,26.425131448850223,60.121195570755546,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.048481596781414,6.15266362508522,24.128467985757275,0.022219832581860208,0.2565746731596499,26.454923601043447,60.484929405223866,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.587573214144765,6.236140371075626,26.038105003802976,0.024443986888027867,0.2815120305466241,26.107007418554293,59.51862633448205,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.040335328180326,6.237348927000591,26.996429515526017,0.023331503524167733,0.29817800851167425,26.318314972862098,59.542736728228945,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.027756255682045,6.444090494470469,23.1094504648173,0.023856511147763777,0.2711800798404401,26.387038224532702,60.51865960003848,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.732501648270215,6.2234404697540615,25.021194564121984,0.024157019924489775,0.28038840568181034,26.338412701979827,60.50580167615911,MERCURY+BENZENE,CRT monitor + plastic casing burning
10.415125532293573,6.171725075166136,24.581240692147233,0.022826433012029416,0.27543156599705365,26.10941730934645,60.510765046175244,MERCURY+BENZENE,CRT monitor + plastic casing burning
11.118307068780192,6.233216870162159,24.389797821612294,0.02258582460467209,0.27748301768132666,26.260976553913327,60.511906146063225,MERCURY+BENZENE,CRT monitor + plastic casing burning
